,Unnamed: 0,Manufacturer,Category,GPU,OS,CPU_core,CPU_frequency,RAM_GB,Storage_GB_SSD,Price,Screen_Size_inch,Weight_lb,Price-binned,Screen-Full_HD,IPS Panel
20,20,HP,4,3,1,7,0.6206896551724138,8,256,888,15.0,4.035150000000001,Low,False,True
21,21,HP,3,2,1,5,0.8620689655172414,8,256,761,15.598425196850393,4.3218,Low,True,False
22,22,Dell,4,2,1,7,0.6206896551724138,8,256,2095,13.000000000000002,2.66805,Medium,False,True
23,23,Dell,1,3,1,5,0.8620689655172414,8,256,1518,15.598425196850393,5.84325,Low,True,False
24,24,Asus,4,2,1,7,0.9310344827586208,8,256,1333,14.0,2.75625,Low,True,False
25,25,Dell,3,1,2,3,0.6896551724137931,4,256,616,15.598425196850393,4.851000000000001,Low,True,False
26,26,Asus,3,3,1,3,0.8275862068965517,6,256,733,15.598425196850393,4.41,Low,True,False
27,27,HP,3,1,1,7,0.9310344827586208,8,256,913,15.598425196850393,4.21155,Low,True,False
28,28,HP,4,3,1,7,0.9310344827586208,8,256,1421,13.000000000000002,3.0429,Low,False,True
29,29,HP,3,3,1,5,0.8620689655172414,6,256,837,14.0,,Low,False,True
30,30,Asus,4,3,1,7,0.9310344827586208,8,256,1515,14.0,2.8665000000000003,Low,False,True
31,31,Lenovo,3,2,1,7,0.9310344827586208,8,256,1880,14.0,3.4839,Medium,False,True
32,32,Dell,4,2,1,5,0.5517241379310345,8,256,2069,13.000000000000002,2.66805,Medium,False,True
33,33,Asus,3,3,1,7,0.6206896551724138,8,256,1420,15.598425196850393,3.7485,Low,True,False
34,34,HP,3,2,1,5,0.5517241379310345,8,256,1179,17.299212598425196,5.5125,Low,True,False
35,35,Acer,4,2,1,7,0.6206896551724138,8,256,1123,14.0,3.5280000000000005,Low,False,True
36,36,Acer,3,3,1,3,0.9310344827586208,4,256,727,15.598425196850393,4.851000000000001,Low,True,False
37,37,HP,3,2,1,7,0.6206896551724138,8,256,1255,14.0,3.59415,Low,True,False
38,38,HP,3,2,1,5,0.8620689655172414,4,256,888,13.000000000000002,,Low,False,True
39,39,Lenovo,3,1,1,5,0.5517241379310345,8,256,1418,14.0,3.85875,Low,False,True
40,40,Asus,4,2,1,7,0.6206896551724138,8,256,1396,14.0,2.75625,Low,True,False
41,41,HP,4,2,1,5,0.9310344827586208,4,256,1374,14.0,3.2634,Low,True,False
42,42,HP,3,1,1,5,0.5517241379310345,6,256,786,15.598425196850393,4.21155,Low,True,False
43,43,Acer,3,3,1,5,0.5517241379310345,4,256,1023,17.0,6.615,Low,False,True
44,44,Dell,3,1,1,5,0.5517241379310345,8,256,925,15.598425196850393,4.69665,Low,True,False
45,45,Lenovo,1,3,1,7,0.9655172413793103,16,256,1371,15.0,5.5125,Low,False,True
46,46,Acer,3,3,1,5,0.5517241379310345,8,256,1085,17.0,6.615,Low,False,True
47,47,Huawei,4,2,1,5,0.8620689655172414,8,256,1714,13.000000000000002,2.3152500000000003,Medium,False,True
48,48,HP,3,3,1,5,0.5517241379310345,8,256,1172,17.299212598425196,5.5125,Low,True,False
49,49,Dell,4,2,1,5,0.5517241379310345,8,256,1777,13.299212598425196,,Medium,True,False
50,50,Acer,4,2,1,5,0.41379310344827586,8,256,1256,13.000000000000002,2.4696000000000002,Low,False,True
51,51,HP,3,3,1,7,0.6206896551724138,8,256,1327,17.299212598425196,5.5125,Low,True,False
52,52,Dell,4,2,1,7,0.6206896551724138,8,256,1841,13.299212598425196,2.646,Medium,True,False
53,53,Dell,4,1,1,7,0.6206896551724138,8,256,1184,13.000000000000002,3.0869999999999997,Low,False,True
54,54,HP,3,3,1,7,0.6206896551724138,8,256,1310,14.0,3.59415,Low,True,False
55,55,Dell,4,2,1,5,0.5517241379310345,8,256,1460,14.0,3.5280000000000005,Low,True,False
56,56,Dell,3,1,2,5,0.5517241379310345,8,256,860,15.598425196850393,4.851000000000001,Low,True,False
57,57,Toshiba,4,2,1,7,0.8620689655172414,8,256,1731,13.299212598425196,2.646,Medium,True,False
58,58,Acer,3,3,1,7,0.9310344827586208,8,256,1057,15.598425196850393,4.851000000000001,Low,True,False
59,59,Asus,3,3,1,5,0.8620689655172414,8,256,977,15.598425196850393,4.41,Low,True,False
60,60,Dell,3,2,1,5,0.8620689655172414,8,256,1091,14.0,3.5280000000000005,Low,True,False
61,61,Dell,3,1,2,7,0.9310344827586208,16,256,1142,15.598425196850393,,Low,True,False
62,62,Acer,1,3,1,5,0.8620689655172414,8,256,1075,15.0,5.5125,Low,False,True
63,63,Dell,1,3,1,5,0.8620689655172414,8,256,1117,15.598425196850393,5.6448,Low,True,False
64,64,Asus,1,3,1,7,1.0,16,256,3810,17.299212598425196,7.938000000000001,High,True,False
65,65,Acer,3,3,1,3,0.9310344827586208,4,256,892,17.0,6.615,Low,False,True
66,66,Dell,4,2,1,5,0.5517241379310345,8,256,1206,13.299212598425196,3.10905,Low,True,False
67,67,Lenovo,3,2,1,7,0.6206896551724138,8,256,1118,15.598425196850393,4.52025,Low,True,False
68,68,Dell,3,1,2,7,0.6206896551724138,8,256,934,15.598425196850393,,Low,True,False
69,69,Lenovo,1,3,1,5,0.8620689655172414,8,256,1053,15.0,5.5125,Low,False,True
70,70,Lenovo,3,2,1,5,0.8620689655172414,6,256,735,15.598425196850393,4.851000000000001,Low,True,False
71,71,Acer,3,3,1,7,0.6206896551724138,8,256,1208,15.0,6.615,Low,False,True
72,72,Lenovo,3,2,1,7,0.9310344827586208,8,256,1394,15.0,4.29975,Low,False,True
73,73,Asus,4,3,1,5,0.8620689655172414,8,256,1241,15.598425196850393,3.7485,Low,True,False
74,74,Dell,3,3,1,7,0.9655172413793103,8,256,2323,15.598425196850393,4.41,Medium,True,False
75,75,Lenovo,3,2,1,5,0.5517241379310345,8,256,939,15.598425196850393,4.52025,Low,True,False
76,76,Acer,3,3,2,7,0.9655172413793103,8,256,1244,15.598425196850393,5.5125,Low,True,False
77,77,Dell,5,3,1,7,1.0,16,256,3665,17.299212598425196,7.5411,High,True,False
78,78,Toshiba,3,3,1,7,0.8620689655172414,8,256,1325,15.0,4.851000000000001,Low,False,True
79,79,Lenovo,3,2,1,5,0.8620689655172414,8,256,1269,13.000000000000002,2.4255000000000004,Low,False,True
80,80,HP,3,2,1,5,0.8620689655172414,8,256,1245,14.0,4.29975,Low,True,False
81,81,HP,3,2,1,7,0.9310344827586208,8,256,1641,14.0,3.2634,Medium,True,False
82,82,Asus,3,2,1,7,0.9310344827586208,8,256,1390,14.0,4.41,Low,True,False
83,83,Asus,4,3,1,7,0.9310344827586208,8,256,1334,15.598425196850393,3.7485,Low,True,False
84,84,HP,4,2,1,7,0.9310344827586208,8,256,1696,12.5,2.7783,Medium,True,False
85,85,Toshiba,3,2,1,5,0.8620689655172414,8,256,1198,15.0,4.41,Low,False,True
86,86,Asus,1,3,1,7,0.9655172413793103,8,256,1269,15.598425196850393,5.5125,Low,True,False
87,87,HP,3,2,1,5,0.896551724137931,8,256,1611,14.0,3.2634,Low,True,False
88,88,HP,3,2,1,5,0.8620689655172414,8,256,1453,15.598425196850393,4.0572,Low,True,False
89,89,Dell,3,3,1,5,0.5517241379310345,8,256,1452,15.598425196850393,4.41,Low,True,False
90,90,Dell,4,2,1,7,0.6206896551724138,8,256,2006,13.299212598425196,2.646,Medium,True,False
91,91,HP,3,2,1,7,0.9310344827586208,8,256,1656,15.598425196850393,4.0572,Medium,True,False
92,92,HP,5,3,1,7,0.9655172413793103,8,256,2208,15.598425196850393,5.7330000000000005,Medium,True,False
93,93,Dell,3,2,1,5,0.896551724137931,8,256,1813,14.0,2.9988,Medium,True,False
94,94,Asus,3,2,1,5,0.8620689655172414,8,256,1200,14.0,4.41,Low,True,False
95,95,Dell,3,1,1,7,0.9310344827586208,8,256,1142,15.598425196850393,5.137650000000001,Low,True,False
96,96,HP,4,2,1,7,0.9310344827586208,8,256,2223,14.0,2.9988,Medium,False,True
97,97,Lenovo,3,3,1,5,0.8620689655172414,8,256,1396,14.0,3.3075,Low,False,True
98,98,Lenovo,3,2,1,3,0.8275862068965517,4,128,697,13.000000000000002,3.3075,Low,False,True
99,99,Dell,5,3,1,7,0.9310344827586208,8,256,2712,15.0,4.41,Medium,False,True
100,100,MSI,1,3,1,7,0.9655172413793103,8,256,1714,17.299212598425196,5.953500000000001,Medium,True,False
101,101,Dell,3,1,2,7,0.9310344827586208,8,256,989,15.598425196850393,5.137650000000001,Low,True,False
102,102,Lenovo,3,1,1,7,0.6206896551724138,8,256,1562,15.0,4.6305000000000005,Low,False,True
103,103,Lenovo,3,2,1,5,0.8620689655172414,8,256,1192,14.0,4.1895,Low,False,True
104,104,Acer,3,3,2,7,0.9655172413793103,8,256,1117,15.598425196850393,5.5125,Low,True,False
105,105,Dell,3,1,2,5,0.8620689655172414,4,256,761,15.598425196850393,5.0714999999999995,Low,True,False
106,106,HP,4,2,1,7,0.8620689655172414,8,256,1905,14.0,3.15315,Medium,True,False
107,107,Lenovo,4,1,1,7,0.6206896551724138,8,256,1544,14.0,3.85875,Low,False,True
108,108,HP,3,2,1,7,1.0,8,256,1813,15.598425196850393,5.0935500000000005,Medium,True,False
109,109,Dell,4,2,2,7,0.9655172413793103,8,256,1396,14.0,3.5280000000000005,Low,True,False
110,110,Lenovo,3,2,1,7,0.9310344827586208,8,256,1283,13.000000000000002,3.0869999999999997,Low,False,True
111,111,Lenovo,3,2,1,3,0.9310344827586208,4,128,761,14.0,3.7485,Low,False,True
112,112,Asus,3,2,2,5,0.8620689655172414,4,256,710,15.598425196850393,4.41,Low,True,False
113,113,Dell,3,1,1,5,0.5517241379310345,4,256,951,15.598425196850393,4.851000000000001,Low,True,False
114,114,Lenovo,4,2,1,5,0.8620689655172414,8,256,1815,12.0,2.9988,Medium,False,True
115,115,Dell,3,3,1,5,0.9655172413793103,8,256,1498,14.0,3.6162,Low,True,False
116,116,MSI,1,3,1,5,0.8620689655172414,8,256,1306,15.598425196850393,4.851000000000001,Low,True,False
117,117,Dell,5,3,1,7,0.9310344827586208,16,256,2509,15.0,4.78485,Medium,False,True
118,118,Lenovo,3,2,1,5,0.8620689655172414,8,256,1709,14.0,3.6382499999999998,Medium,True,False
119,119,Lenovo,3,3,1,7,1.0,8,256,2655,15.598425196850393,5.88735,Medium,True,False
120,120,Dell,4,2,1,5,0.5517241379310345,8,256,2340,,3.1311,Medium,True,False
121,121,Dell,5,3,1,7,0.9655172413793103,8,256,3059,15.598425196850393,3.9249,High,True,False
122,122,Toshiba,3,2,1,5,0.8620689655172414,8,256,2124,13.000000000000002,2.3152500000000003,Medium,False,True
123,123,HP,3,2,1,5,0.5517241379310345,4,128,922,13.000000000000002,3.28545,Low,False,True
124,124,Lenovo,3,2,1,5,0.5517241379310345,8,256,1333,14.0,3.85875,Low,False,True
125,125,Lenovo,3,3,1,5,0.8620689655172414,8,256,1286,15.0,5.0714999999999995,Low,False,True
126,126,Lenovo,3,2,1,7,0.6206896551724138,8,256,1142,15.598425196850393,4.78485,Low,True,False
127,127,Lenovo,3,2,1,3,0.8275862068965517,8,256,1206,13.000000000000002,3.0869999999999997,Low,False,True
128,128,Lenovo,3,2,1,5,0.8620689655172414,8,256,1157,15.0,5.0714999999999995,Low,False,True
129,129,Lenovo,3,2,1,5,0.8620689655172414,8,256,1206,13.299212598425196,3.1752,Low,True,False
130,130,Dell,4,2,1,5,0.8620689655172414,8,128,1142,13.299212598425196,2.84445,Low,False,True
131,131,HP,3,3,1,5,0.8620689655172414,8,256,1129,15.598425196850393,4.498200000000001,Low,True,False
132,132,HP,4,2,1,7,0.9310344827586208,8,256,1777,13.000000000000002,2.9106,Medium,False,True
133,133,Dell,3,2,1,5,0.896551724137931,8,256,1626,14.0,3.6162,Medium,True,False
134,134,Lenovo,3,2,1,5,0.793103448275862,8,256,1702,14.0,4.4541,Medium,True,False
135,135,Dell,3,2,1,5,0.9655172413793103,8,256,1749,15.598425196850393,4.1895,Medium,True,False
136,136,Dell,3,3,1,7,0.9655172413793103,8,256,1739,15.598425196850393,4.25565,Medium,True,False
137,137,Dell,3,1,1,5,0.5517241379310345,8,256,1013,15.598425196850393,4.851000000000001,Low,True,False
138,138,Lenovo,3,3,1,7,0.9310344827586208,8,256,1091,14.0,4.12335,Low,False,True
139,139,Dell,3,2,1,3,0.6896551724137931,4,128,935,14.0,3.5280000000000005,Low,True,False
140,140,HP,3,2,1,3,0.8275862068965517,4,128,896,15.598425196850393,4.6305000000000005,Low,True,False
141,141,Lenovo,3,2,1,3,0.6896551724137931,4,128,634,15.598425196850393,4.851000000000001,Low,True,False
142,142,Dell,3,2,1,5,0.8620689655172414,8,256,1419,15.598425196850393,4.1895,Low,True,False
143,143,Lenovo,3,2,1,3,0.9310344827586208,4,128,800,15.598425196850393,4.52025,Low,True,False
144,144,Lenovo,3,3,1,7,0.9655172413793103,8,256,3810,17.0,7.497,High,False,True
145,145,Lenovo,3,2,1,5,0.8620689655172414,8,256,1054,15.598425196850393,5.0714999999999995,Low,True,False
146,146,Dell,3,1,2,7,0.9310344827586208,8,256,951,15.598425196850393,4.851000000000001,Low,True,False
147,147,HP,3,2,1,3,0.8275862068965517,4,128,913,13.299212598425196,3.28545,Low,True,False
148,148,Dell,3,3,1,7,0.9655172413793103,16,256,1953,15.598425196850393,4.25565,Medium,True,False
149,149,Lenovo,4,2,1,7,0.896551724137931,12,256,2125,14.0,3.0869999999999997,Medium,False,True
150,150,Lenovo,3,2,1,5,0.8620689655172414,8,256,1872,14.0,3.7485,Medium,False,True
151,151,Dell,5,3,1,7,0.9655172413793103,8,256,2240,,4.5423,Medium,True,False
152,152,HP,3,2,1,7,0.9310344827586208,8,256,1548,15.598425196850393,4.0572,Low,True,False
153,153,Toshiba,3,2,1,7,0.8620689655172414,8,256,1777,15.0,4.851000000000001,Medium,False,True
154,154,Dell,3,1,2,5,0.8620689655172414,4,128,723,15.598425196850393,4.806900000000001,Low,True,False
155,155,Lenovo,3,2,1,5,0.793103448275862,8,256,1861,14.0,3.6382499999999998,Medium,True,False
156,156,Dell,3,3,1,7,0.9655172413793103,8,256,2312,15.598425196850393,4.41,Medium,True,False
157,157,Lenovo,3,2,1,5,0.5517241379310345,4,256,1053,15.598425196850393,3.9690000000000003,Low,True,False
158,158,Acer,4,2,1,5,0.8620689655172414,8,256,1167,14.0,3.9690000000000003,Low,False,True
159,159,Razer,1,3,1,7,0.9655172413793103,16,256,3301,14.0,4.29975,High,True,False
160,160,Toshiba,3,2,1,5,0.793103448275862,8,256,1541,13.299212598425196,2.646,Low,True,False
161,161,Lenovo,4,2,1,7,0.9310344827586208,8,256,2012,12.0,2.9988,Medium,False,True
162,162,Dell,4,2,1,5,0.5517241379310345,8,256,1842,13.299212598425196,2.646,Medium,True,False
163,163,Dell,3,1,1,7,0.6206896551724138,8,256,1167,15.598425196850393,4.851000000000001,Low,True,False
164,164,Dell,3,2,1,5,0.8275862068965517,8,256,1561,14.0,3.4398000000000004,Low,True,False
165,165,Toshiba,3,2,1,5,0.8620689655172414,8,256,1598,15.0,4.41,Low,False,True
166,166,Asus,4,2,1,5,0.8620689655172414,8,256,1442,14.0,2.4255000000000004,Low,True,False
167,167,Acer,1,3,1,5,0.8620689655172414,16,256,1650,15.598425196850393,5.5125,Medium,True,False
168,168,MSI,1,3,1,5,0.8620689655172414,8,256,1268,15.598425196850393,4.851000000000001,Low,True,False
169,169,HP,3,1,1,3,0.6896551724137931,4,256,888,17.0,5.5125,Low,False,True
170,170,Lenovo,3,2,1,5,0.8620689655172414,4,256,888,14.0,3.7485,Low,True,False
171,171,Toshiba,3,2,1,5,0.8620689655172414,8,256,1236,13.000000000000002,3.3075,Low,False,True
172,172,Dell,3,2,1,5,0.8620689655172414,8,256,1010,15.598425196850393,4.806900000000001,Low,True,False
173,173,Lenovo,3,2,1,5,0.793103448275862,8,256,1513,14.0,3.9690000000000003,Low,True,False
174,174,Dell,3,3,2,5,0.9655172413793103,8,256,1383,14.0,3.6162,Low,True,False
175,175,Lenovo,3,3,1,5,0.8620689655172414,8,256,1089,14.0,4.12335,Low,False,True
176,176,Dell,3,2,1,5,0.896551724137931,8,256,1498,15.598425196850393,4.1895,Low,True,False
177,177,HP,3,3,1,7,0.9310344827586208,8,256,1524,17.299212598425196,5.79915,Low,True,False
178,178,Lenovo,4,2,1,5,0.8620689655172414,8,256,1904,14.0,2.9106,Medium,False,True
179,179,Lenovo,3,2,1,5,0.8620689655172414,8,256,1219,13.000000000000002,3.1752,Low,False,True
180,180,HP,5,3,1,7,0.9655172413793103,16,256,3073,15.598425196850393,5.7330000000000005,High,True,False
181,181,Toshiba,3,2,1,5,0.8620689655172414,8,256,1950,14.0,2.75625,Medium,False,True
182,182,Samsung,4,2,1,7,0.9310344827586208,16,256,2095,13.299212598425196,1.7860500000000001,Medium,True,False
183,183,HP,3,2,1,3,0.6896551724137931,8,256,685,15.598425196850393,4.1013,Low,True,False
184,184,HP,3,2,1,5,0.8275862068965517,8,256,2414,15.598425196850393,4.0572,Medium,True,False
185,185,HP,5,3,1,7,0.896551724137931,8,256,1983,15.598425196850393,5.7109499999999995,Medium,True,False
186,186,Dell,4,2,1,7,0.9655172413793103,16,256,2361,12.5,2.6019,Medium,True,False
187,187,Samsung,4,2,1,7,0.9310344827586208,8,256,2031,,2.8885500000000004,Medium,True,False
188,188,Dell,3,1,1,7,0.9310344827586208,16,256,1501,15.598425196850393,5.0714999999999995,Low,True,False
189,189,Acer,3,2,1,3,0.8275862068965517,4,128,808,14.0,3.9690000000000003,Low,False,True
190,190,Dell,1,3,1,5,0.8620689655172414,8,256,1251,15.598425196850393,5.777100000000001,Low,True,False
191,191,Dell,3,1,1,3,0.6896551724137931,8,256,939,15.598425196850393,4.41,Low,True,False
192,192,HP,5,3,1,7,0.9655172413793103,8,256,2623,15.598425196850393,6.9237,Medium,True,False
193,193,Asus,3,2,1,5,0.8620689655172414,8,256,1396,15.598425196850393,5.22585,Low,True,False
194,194,Dell,4,2,1,5,0.8620689655172414,8,256,1904,13.299212598425196,2.84445,Medium,True,False
195,195,Samsung,4,2,1,5,0.8620689655172414,8,256,1904,13.299212598425196,1.7860500000000001,Medium,True,False
196,196,Dell,3,1,1,5,0.8620689655172414,8,256,1003,15.598425196850393,4.806900000000001,Low,True,False
197,197,Lenovo,4,2,1,7,0.9310344827586208,8,256,2361,14.0,2.9106,Medium,True,False
198,198,MSI,1,3,1,5,0.8620689655172414,8,256,1523,15.598425196850393,5.292,Low,True,False
199,199,Acer,3,2,1,3,0.8275862068965517,8,128,786,14.0,3.3075,Low,False,True
200,200,Lenovo,3,2,1,5,0.793103448275862,8,256,1507,14.0,3.7485,Low,True,False
201,201,Lenovo,3,2,1,5,0.896551724137931,8,256,2096,14.0,2.9106,Medium,False,True
202,202,Dell,3,1,1,7,0.9310344827586208,4,256,939,15.598425196850393,4.806900000000001,Low,True,False
203,203,Lenovo,4,3,1,7,0.9655172413793103,8,256,2417,14.0,4.3218,Medium,False,True
204,204,Asus,3,3,1,7,0.9310344827586208,8,256,1000,15.0,5.0714999999999995,Low,False,True
205,205,Dell,3,2,1,5,0.8620689655172414,8,128,1200,15.598425196850393,4.1895,Low,True,False
206,206,HP,3,1,1,5,0.896551724137931,8,256,1714,15.598425196850393,4.0572,Medium,True,False
207,207,Toshiba,3,2,1,5,0.8620689655172414,4,128,1632,13.299212598425196,2.3152500000000003,Medium,True,False
208,208,Acer,3,2,1,5,0.8620689655172414,8,256,1146,14.0,3.4398000000000004,Low,False,True
209,209,Toshiba,3,2,1,7,0.9310344827586208,8,256,1763,15.0,4.41,Medium,False,True
210,210,Samsung,4,3,1,7,0.9310344827586208,16,256,2349,15.0,2.71215,Medium,True,False
211,211,Dell,4,2,1,7,0.9655172413793103,8,256,2147,12.5,3.5280000000000005,Medium,True,False
212,212,Xiaomi,4,3,1,5,0.793103448275862,8,256,1188,13.000000000000002,2.8224,Low,False,True
213,213,HP,3,2,1,5,0.8620689655172414,4,256,1066,15.598425196850393,4.498200000000001,Low,True,False
214,214,HP,3,2,1,5,0.8620689655172414,4,128,1607,14.0,4.29975,Low,True,False
215,215,Samsung,4,2,1,7,0.9310344827586208,8,256,2158,15.0,2.57985,Medium,True,False
216,216,Lenovo,4,2,1,5,0.8620689655172414,8,256,2285,14.0,2.9106,Medium,False,True
217,217,Toshiba,3,2,1,5,0.8620689655172414,8,256,1874,13.299212598425196,2.3152500000000003,Medium,True,False
218,218,Dell,3,2,1,5,0.9655172413793103,8,256,1531,14.0,3.5280000000000005,Low,True,False
219,219,Lenovo,3,3,1,7,0.9310344827586208,6,256,1002,15.598425196850393,4.851000000000001,Low,True,False
220,220,HP,3,3,1,7,0.9310344827586208,8,256,1294,15.598425196850393,4.498200000000001,Low,True,False
221,221,Lenovo,3,2,1,5,0.8620689655172414,4,128,1119,13.299212598425196,3.1752,Low,True,False
222,222,HP,3,2,1,5,0.8620689655172414,8,256,1219,13.299212598425196,3.28545,Low,True,False
223,223,HP,4,1,1,7,0.8620689655172414,8,256,1648,15.598425196850393,4.0572,Medium,True,False
224,224,Toshiba,3,3,1,7,0.896551724137931,16,256,2509,15.0,5.292,Medium,False,True
225,225,Lenovo,4,2,1,7,0.9310344827586208,8,256,2096,12.0,2.9988,Medium,False,True
226,226,HP,3,2,1,5,0.793103448275862,8,256,1480,15.598425196850393,5.0935500000000005,Low,True,False
227,227,Toshiba,3,2,1,5,0.793103448275862,4,128,1404,14.0,3.24135,Low,False,True
228,228,HP,2,2,1,5,0.793103448275862,8,256,2120,12.5,2.7783,Medium,True,False
229,229,Dell,4,2,1,5,0.8620689655172414,8,256,2082,14.0,2.9988,Medium,True,False
230,230,Dell,4,2,1,5,0.8620689655172414,8,256,1870,,2.9988,Medium,True,False
231,231,Dell,4,2,1,7,0.9655172413793103,8,256,2255,14.0,2.9988,Medium,True,False
232,232,Toshiba,3,2,1,5,0.793103448275862,8,256,1855,13.299212598425196,2.646,Medium,True,False
233,233,Lenovo,4,2,1,7,0.896551724137931,8,256,1891,14.0,3.7485,Medium,False,True
234,234,Toshiba,3,2,1,5,0.8275862068965517,8,256,1950,13.299212598425196,2.646,Medium,True,False
235,235,Lenovo,4,2,1,5,0.896551724137931,8,256,2236,12.0,2.9988,Medium,False,True
236,236,Lenovo,3,3,1,5,0.8620689655172414,6,256,883,15.598425196850393,5.292,Low,True,False
237,237,Toshiba,3,2,1,5,0.793103448275862,8,256,1499,14.0,4.29975,Low,True,False
